Time,Depth(m),Pressure, IMU Data, PWM Data
06:52:59,,-320000,-320000,-320000,-320000,-320000,-320000,-320000,-320000,-320000,,[0,0,0,0,0,0,0,0,],
06:52:59,,-320000,-320000,-320000,-320000,-320000,-320000,-320000,-320000,-320000,,[0,0,0,0,0,0,0,0,],
06:52:59,,-320000,-320000,-320000,-320000,-320000,-320000,-320000,-320000,-320000,,[0,0,0,0,0,0,0,0,],
06:52:59,,-320000,-320000,-320000,-320000,-320000,-320000,-320000,-320000,-320000,,[0,0,0,0,0,0,0,0,],
06:52:59,,-320000,-320000,-320000,-320000,-320000,-320000,-320000,-320000,-320000,,[0,0,0,0,0,0,0,0,],
06:52:59,,-320000,-320000,-320000,-320000,-320000,-320000,-320000,-320000,-320000,,[0,0,0,0,0,0,0,0,],
06:52:59,,-320000,-320000,-320000,-320000,-320000,-320000,-320000,-320000,-320000,,[0,0,0,0,0,0,0,0,],
06:53:00,,-320000,-320000,-320000,-320000,-320000,-320000,-320000,-320000,-320000,,[0,0,0,0,0,0,0,0,],
06:53:00,,-320000,-320000,-320000,-320000,-320000,-320000,-320000,-320000,-320000,,[0,0,0,0,0,0,0,0,],
06:53:00,,-320000,-320000,-320000,-320000,-320000,-320000,-320000,-320000,-320000,,[0,0,0,0,0,0,0,0,],
06:53:00,,-320000,-320000,-320000,-320000,-320000,-320000,-320000,-320000,-320000,,[0,0,0,0,0,0,0,0,],
06:53:00,,-320000,-320000,-320000,-320000,-320000,-320000,-320000,-320000,-320000,,[0,0,0,0,0,0,0,0,],
06:53:00,,-320000,-320000,-320000,-320000,-320000,-320000,-320000,-320000,-320000,,[0,0,0,0,0,0,0,0,],
06:53:00,,-320000,-320000,-320000,-320000,-320000,-320000,-320000,-320000,-320000,,[0,0,0,0,0,0,0,0,],
06:53:00,,-320000,-320000,-320000,-320000,-320000,-320000,-320000,-320000,-320000,,[0,0,0,0,0,0,0,0,],
06:53:00,,-320000,-320000,-320000,-320000,-320000,-320000,-320000,-320000,-320000,,[0,0,0,0,0,0,0,0,],
06:53:00,,-320000,-320000,-320000,-320000,-320000,-320000,-320000,-320000,-320000,,[0,0,0,0,0,0,0,0,],
06:53:01,,-320000,-320000,-320000,-320000,-320000,-320000,-320000,-320000,-320000,,[0,0,0,0,0,0,0,0,],
06:53:01,,-320000,-320000,-320000,-320000,-320000,-320000,-320000,-320000,-320000,,[0,0,0,0,0,0,0,0,],
06:53:01,,-320000,-320000,-320000,-320000,-320000,-320000,-320000,-320000,-320000,,[0,0,0,0,0,0,0,0,],
06:53:01,,-320000,-320000,-320000,-320000,-320000,-320000,-320000,-320000,-320000,,[0,0,0,0,0,0,0,0,],
06:53:01,,-320000,-320000,-320000,-320000,-320000,-320000,-320000,-320000,-320000,,[0,0,0,0,0,0,0,0,],
06:53:01,,-320000,-320000,-320000,-320000,-320000,-320000,-320000,-320000,-320000,,[0,0,0,0,0,0,0,0,],
06:53:01,,-320000,-320000,-320000,-320000,-320000,-320000,-320000,-320000,-320000,,[0,0,0,0,0,0,0,0,],
06:53:01,,-320000,-320000,-320000,-320000,-320000,-320000,-320000,-320000,-320000,,[0,0,0,0,0,0,0,0,],
06:53:01,,-320000,-320000,-320000,-320000,-320000,-320000,-320000,-320000,-320000,,[0,0,0,0,0,0,0,0,],
06:53:01,,-320000,-320000,-320000,-320000,-320000,-320000,-320000,-320000,-320000,,[0,0,0,0,0,0,0,0,],
06:53:01,,-320000,-320000,-320000,-320000,-320000,-320000,-320000,-320000,-320000,,[0,0,0,0,0,0,0,0,],
06:53:02,,-320000,-320000,-320000,-320000,-320000,-320000,-320000,-320000,-320000,,[0,0,0,0,0,0,0,0,],
06:53:02,,-320000,-320000,-320000,-320000,-320000,-320000,-320000,-320000,-320000,,[0,0,0,0,0,0,0,0,],
06:53:02,,-320000,-320000,-320000,-320000,-320000,-320000,-320000,-320000,-320000,,[0,0,0,0,0,0,0,0,],
06:53:02,,-320000,-320000,-320000,-320000,-320000,-320000,-320000,-320000,-320000,,[0,0,0,0,0,0,0,0,],
06:53:02,,-320000,-320000,-320000,-320000,-320000,-320000,-320000,-320000,-320000,,[0,0,0,0,0,0,0,0,],
06:53:02,,-320000,-320000,-320000,-320000,-320000,-320000,-320000,-320000,-320000,,[0,0,0,0,0,0,0,0,],
